snt_id,cn_snts,section,chinese_offset
1079,当 我们 默默 地 走 了 好 几 个 小时 以后 天 黑 了 下来 星星 开始 发出 光亮,8,119.1
1080,由于 渴 我 有点 发烧 我 看 着 这些 星星 在 做梦 一样,8,124.89
1081,小王子 的 话 在 我 的 脑海 中 跳来跳去 你 也 渴 吗,8,130.32
1082,我 问 他,8,131.5
1083,他 却 不 回答 我 的 问题,8,133.32
1084,只是 对 我 说 水 对 心 也 是 有 益处 的 我 不 懂 他 的 话 是 什么 意思 可 我 也 不做声 我 知道 不 应该 去 问 他,8,144.37
1085,他 累 了,8,145.75
1086,他 坐 下来,8,147.25
1087,我 在 他 身旁 坐下,8,148.86
1088,沉默 了 一会 他 又 说道 星星 是 很 美 的 因为 有 一 朵 人们 看 不 到 的 花,8,157.38
1089,我 回答 道 当然 而 我 默默 地 看 着 月光 下 沙漠 的 褶皱,8,162.93
1090,沙漠 是 美 的 他 又 说道 确实 如此,8,168.79
1091,我 一直 很 喜欢 沙漠,8,170.43
1092,坐 在 一 个 沙丘 上 什么 也 看 不 见 听 不 见,8,174.07
1093,但是 却 有 一 种 说 不 出 的 东西 在 默默 地 放 着 光芒 使 沙漠 更加 美丽 的 就 是 在 某个 角落 里 藏 着 一 口 井 我 很 惊讶 突然 明白 了 为什么 沙漠 放 着 光芒,8,189.39
1094,当 我 还 是 一 个 小 孩子 的 时候 我 住 在 一 座 古老 的 房子 里 而且 传说 这个 房子 里 埋藏 着 一 个 宝贝,8,197.03
1095,当然 从来 没有 任何 人 能 发现 这个 宝贝 可能 甚至 也 没有 人 去 寻找 过,8,204.07
1096,但是 这个 宝贝 使 整个 房子 着 了 魔 似的,8,208.55
1097,我 家 的 房子 在 它 的 心灵 深处 隐藏 着 一 个 秘密 是 的 我 对 小王子 说道 无论 是 房子 星星 或是 沙漠 使 它们 美丽 的 东西 是 看 不 见 的,8,220.7
1098,我 真 高兴 你 和 我 的 狐狸 的 看法 一样 小王子 说,8,225.97
1099,小王子 睡觉 了 我 就 把 他 抱 在 怀里 又 重新 上路 了,8,232.12
1100,我 很 激动,8,233.59
1101,就 好像 抱 着 一 个 脆弱 的 宝贝,8,235.94
1102,就 好像 在 地球 上 没有 比 这 更 脆弱 的 了,8,238.97
1103,我 借 着 月光 看 着 这 惨白 的 面额 这 双 紧闭 的 眼睛 这 随 风 飘动 的 绺绺 头发 这时 我 对 自己 说道 我 所 看到 的 仅仅 是 外表,8,251.53
1104,最 重要 的 是 看 不 见 的 由于 看到 他 稍稍 张开 的 嘴唇 露出 一 丝 微笑 我 又 自言自语 地 说道 在 这 个 熟睡 了 的 小王子 身上 使 我 非常 感动 的 是 他 对 他 那 朵 花 的 忠诚 是 在 他 心 中 闪烁 的 那 朵 玫瑰花 的 形象 这 朵 玫瑰花 即使 在 小王子 睡着 了 的 时候 也 象 一 盏 灯 的 火焰 一样 在 他 身上 闪耀 着 光辉 这时 我 就 感觉 到 他 更加 脆弱,8,282.55
1105,应该 保护 灯焰 一 阵 风 就 可能 把 它 吹灭 于是 就 这样 走 着 我 在 黎明 时 发现 了 水井,8,292.24
1106,那些 人们 他们 往 快车 里 拥挤 但是 他们 却 不 知道 要 寻找 什么,8,298.99
1107,于是 他们 就 忙忙碌碌 来回 转 圈子 他 接着 又 说 这 没有 必要 我们 终于 找到 的 这 口 井 不同 于 撒哈拉 的 那些 井,8,310.21
1108,撒哈拉 的 井 只是 沙漠 中 挖 的 洞,8,313.04
1109,这 口 井 则 很 像 村子 中 的 井,8,316.21
1110,可是 那里 又 没有 任何 村庄 我 还 以为 是 在 做梦 呢,8,321.7
1111,真 怪 我 对 小王子 说 一切 都 是 现成 的 辘轳 水桶 绳子 他 笑 了 拿 着 绳子 转动 着 辘轳,8,333.02
1112,辘轳 就 象 是 一 个 长期 没有 风 来 吹动 的 旧 风标 一样 吱吱 作响,8,338.43
1113,你 听 小王子 说 我们 唤醒 了 这 口 井 它 现在 唱 起 歌 来 了 我 不 愿 让 他 费劲,8,346.88
1114,让 我 来 干 吧 我 对 他 说 这 活 对 你 太 重 了,8,351.47
1115,我 慢慢 地 把 水桶 提到 井栏 上 我 把 它 稳稳 地 放在 那里,8,356.1
1116,我 的 耳朵 里 还 响 着 辘轳 的 歌声 依然 还 在 晃荡 的 水面 上 我 看见 太阳 的 影子 在 跳动,8,363.68
1117,我 正 需要 喝 这 种 水 小王子 说 给 我 喝 点 这时 我 才 明白 了 他 所 寻找 的 是 什么,8,372.37
1118,我 把 水桶 提到 他 的 嘴边,8,374.73
1119,他 闭 着 眼睛 喝水,8,376.39
1120,就 像 节日 一般 舒适 愉快,8,378.71
1121,这 水 远 不 只 是 一 种 饮料,8,381.86
1122,它 是 披星戴月 走 了 许多 路 才 找到 的 是 在 辘轳 的 歌声 中 经过 我 双臂 的 努力 得来 的,8,388.72
1123,它 像 是 一 件 礼品 慰藉 着 心田,8,391.63
1124,在 我 小 的 时候 圣诞树 的 灯光 午夜 的 弥撒 的 音乐 甜蜜 的 微笑 这 一切 都 使 圣诞节 时 我 收到 的 礼品 辉映 着 幸福 的 光彩,8,402.71
1125,你 这里 的 人 在 同 一 个 花园 中 种植 着 五千 朵 玫瑰 小王子 说 可是 他们 却 不能 从中 找到 自己 所 要 寻找 的 东西 他们 是 找 不 到 的 我 回答 道,8,415.92
1126,然而 他们 所 寻找 的 东西 却 是 可以 从 一 朵 玫瑰花 或 一点 水 中 找到 的 一点 不错 我 回答 道 小王子 又 加 了 一 句 眼睛 是 什么 也 看 不 见 的,8,431.18
1127,应该 用 心 去 寻找 我 喝 了 水,8,435.5
1128,我 痛快 地 呼吸 着 空气,8,437.4
1129,沙漠 在 晨曦 中 泛出 蜂蜜 的 光泽,8,440.39
1130,这 蜂蜜 般 的 光泽 也 使 我 感到 幸福,8,443.33
1131,为什么 我 要 难过 小王子 又 重新 在 我 的 身边 坐下 他 温柔 地 对 我 说 你 应该 实践 你 的 诺言,8,453.77
1132,什么 诺言,8,455.45
1133,你 知道 给 我 的 小 羊 一 个 嘴套子 我 要 对 我 的 花 负责 的 呀 我 从 口袋 中 拿出 我 的 画稿,8,463.7
1134,小王子 瞅见 了 笑 着 说 你 画 的 猴面包树 有点 像 白菜 啊,8,469.91
1135,我 还 为 我 画 的 猴面包树 感到 骄傲 呢,8,473.03
1136,你 画 的 狐狸 它 那 双 耳朵 有点 象 犄角 而且 又 太 长 了,8,479.71
1137,这时 他 又 笑 了,8,482.52
1138,小家伙 你 太 不 公正 了 我 说 我 过去 只 会 画 开着 肚皮 和 闭着 肚皮 的 巨蟒,8,490.65
1139,啊 这 就 行 了 他 说 孩子们 认 得 出来,8,495.96
1140,我 就 用 铅笔 勾画 了 一 个 嘴套,8,499.11
1141,当 我 把 它 递给 小王子 时 我 心里 很 难受 你 的 打算 我 一点 也 不 知道 我 说 但是 他 不 回答 我,8,509.62
1142,他 对 我 说 你 知道 我 落 在 地球 上 到 明天 就 一 周年 了 接着 沉默 了 一会 他 又 说道 我 就 落 在 这 附近 此时 他 的 面颊 绯红,8,524.84
1143,我 不 知 为什么 又 感到 一 阵 莫名其妙 的 心酸,8,529.04
1144,这时 我 产生 了 一 个 问题 一 星期 以前 我 认识 你 的 那 天 早上 你 单独 一 个 人 在 这 旷无人烟 的 地方 走 着 这么 说 这 并不 是 偶然 的 了,8,542.03
1145,你 是 要 回到 你 降落 的 地方 去 是 吗,8,544.93
1146,小王子 的 脸 又 红 了,8,547.05
1147,我 犹豫不定 地 又 说 了 一 句 可能 是 因为 周年 纪念 吧,8,551.95
1148,小王子 脸 又 红 了 他 从来 也 不 回答 这些 问题 但是 脸红 就 等于 说 是 的 是 吧,8,561.5
1149,啊 我 对 他 说 我 有点 怕 但 他 却 回答 我 说 你 现在 该 工作 了,8,570.7
1150,你 应该 回到 你 的 机器 那里 去,8,572.94
1151,我 在 这里 等 你,8,574.25
1152,你 明天 晚上 再 来 但是 我 放心 不 下,8,578.92
1153,我 想起 了 狐狸 的 话,8,581.05
1154,如果 被 人 驯服 了 就 可能 会 要 哭 的,8,585.19
1155,在 井 旁边 有 一 堵 残缺 的 石墙,9,3.16
1156,第二 天 晚上 我 工作 回来 的 时候 我 远远 地 看见 了 小王子 耷拉 着 双腿 坐 在 墙 上,9,9.7
1157,我 听见 他 在 说话 你 怎么 不 记得 了 呢,9,13.5
1158,绝 不 是 在 这,9,15.11
1159,大概 还 有 另 一 个 声音 在 回答 他 因为 他 答 着 腔 说道 没错 没错,9,21.54
1160,日子 是 对 的 但 地点 不 是 这里 我 继续 朝 墙 走去,9,27.72
1161,我 还是 看 不 到 也 听 不 见 任何 别人,9,31.17
1162,可是 小王子 又 回答 道 那 当然,9,34.72
1163,你 会 在 沙 上 看到 我 的 脚印 是 从 什么 地方 开始 的,9,38.33
1164,你 在 那里 等 着 我 就 行 了,9,40.08
1165,今天 夜里 我 去 那里 我 离 墙 约 有 二十 米 远 可 我 依然 什么 也 没有 看见,9,46.57
1166,小王子 沉默 了 一会 又 说 你 的 毒液 管用 吗,9,50.83
1167,你 保证 不 会 使 我 长时间 地 痛苦 吗,9,53.98
1168,我 焦虑 地 赶上 前 去 但 我 仍然 不 明白 是 怎么 回 事,9,58.59
1169,现在 你 去 吧 小王子 说 我 要 下来 了,9,63.66
1170,于是 我 也 朝 墙角 下 看 去 我 吓 了 一 跳,9,68.31
1171,就 在 那里 一 条 黄 蛇 直起 身子 冲 着 小王子 这 种 黄 蛇 半 分钟 就 能 结果 你 的 性命,9,75.84
1172,我 一面 赶紧 掏 口袋 拔 出 手枪 一面 跑 过去 可是 一 听到 我 的 脚步声 蛇 却 象 一 股 干涸 了 的 水柱 一样 慢慢 钻进 沙 里 去 它 不慌不忙 地 在 石头 的 缝隙 中 钻动 着 发出 轻轻 的 金属 般 的 响声,9,91.55
1173,我 到达 墙边 的 时候 正好 把 我 的 这 位 小王子 接 在 我 的 怀抱 中 他 的 脸色 雪 一样 惨白,9,99.31
1174,这 是 搞 的 什么 名堂 我 埋怨 道,9,102.5
1175,你 怎么 竟然 和 蛇 也 谈起 心 来 了,9,104.92
1176,我 解开 了 他 一直 戴 着 的 金黄色 的 围脖,9,108.72
1177,我 用 水 浸湿 了 他 的 太阳穴 让 他 喝 了 点 水,9,112.57
1178,这时 我 什么 也 不 敢 再 问 他,9,115.81
1179,他 严肃 地 看 着 我 用 双臂 搂 着 我 的 脖子,9,119.64
1180,我 感到 他 的 心 就 象 一 只 被 枪弹 击中 而 濒于 死亡 的 鸟 的 心脏 一样 在 跳动 着,9,125.91
1181,他 对 我 说 我 很 高兴 你 找到 了 你 的 机器 所 缺少 的 东西,9,132.11
1182,你 不久 就 可以 回家 去 了 你 怎么 知道 的,9,136.42
1183,我 正 是 来 告诉 他 在 没有 任何 希望 的 情况 下 我 成功 地 完成 了 修理 工作,9,142.9
1184,他 不 回答 我 的 问题 却 接着 说道 我 也 一样 今天 要 回家 去 了 然后 他 忧伤 地 说 我 回家 要 远 得 多 要 难 得 多 我 清楚 地 感到 发生 了 某种 不 寻常 的 事,9,162.48
1185,我 把 他 当作 小孩 一样 紧紧 抱在 怀里 可是 我 感觉 到 他 径直 地 向 着 一 个 无底 深渊 沉陷 下去 我 想 法 拉 住 他 却 怎么 也 办 不 到 他 的 眼神 很 严肃 望 着 遥远 的 地方,9,177.91
1186,我 有 你 画 的 羊 羊 的 箱子,9,182.36
1187,和 羊 的 嘴套子 他 带 着 忧伤 的 神情 微笑 了,9,187.77
1188,我 等 了 很 长 时间,9,190.38
1189,才 觉得 他 身子 渐渐 暖和 起来 小家伙 我 对 他 说 你 受惊 了 他 害怕 了 这 是 无疑 的,9,199.65
1190,他 却 温柔 地 笑 着 说 今天 晚上 我 会 怕 得 更 厉害 我 再度 意识 到 要 发生 一 件 不 可 弥补 的 事,9,209.22
1191,我 觉得 我 的 心 一下子 就 凉 了 这时 我 才 明白 一 想到 再 也 不 能 听到 这 笑声 我 就 不 能 忍受,9,219.32
1192,这 笑声 对 我 来说 就 好像 是 沙漠 中 的 甘泉 一样,9,224.87
1193,小家伙 我 说 我 还 想 听 你 笑 但 他 对 我 说 到 今天 夜里 正好 是 一 年 了,9,235.63
1194,我 的 星球 将 正好 处于 我 去年 降落 的 那个 地方 的 上空 小家伙 这 蛇 的 事 约会 的 事 还 有 星星 这 全 是 一 场 噩梦 吧 但 他 并不 回答 我 的 问题,9,251.72
1195,他 对 我 说 重要 的 事 是 看 不 见 的 当然 这 就 象 花 一样,9,260.42
1196,如果 你 爱上 了 一 朵 生长 在 一 颗 星星 上 的 花 那么 夜间 你 看 着 天空 就 感到 甜蜜 愉快,9,269.25
1197,所有 的 星星 上 都 好像 开 着 花 当然 这 也 就 象 水 一样,9,275.97
1198,由于 那 辘轳 和 绳子 的 缘故 你 给 我 喝 的 井水 好象 音乐 一样 你 记得 吗 这 水 非常 好 喝,9,284.92
1199,当然 夜晚 你 抬头 望 着 星星,9,289.07
1200,我 的 那 颗 太 小 了 我 无法 给 你 指出 我 的 那 颗 星星 是 在 哪里,9,294.88
1201,这样 倒 更 好,9,296.77
1202,你 可以 认为 我 的 那 颗 星星 就 在 这些 星星 之中,9,301.14
1203,那么 所有 的 星星 你 都 会 喜欢 看 的 这些 星星 都 将 成为 你 的 朋友,9,307.85
1204,而且 我 还 要 给 你 一 件 礼物 他 又 笑 了,9,313.05
1205,啊 小家伙 小家伙,9,315.51
1206,我 喜欢 听 你 这 笑声 这 正好 是 我 给 你 的 礼物 这 正好 是,9,322.03
1207,这 就 好像 水 那样 你 说 的 是 什么,9,326.04
1208,人们 都 有 星星 但是 他们 在 不同 人 眼里 并不 都 一样 他 回答,9,332.94
1209,对 旅行 的 人 来说 星星 是 向导,9,336.42
1210,对 别的 人 来说 星星 只 是 些 小 亮光,9,339.98
1211,对 另外 一些 学者 来说 星星 就 是 他们 探讨 的 学问,9,344.72
1212,对 我 所 遇见 的 那个 实业家 来说 星星 是 金钱,9,349.41
1213,但是 所有 这些 星星 都 不 会 说话,9,353.03
1214,你 呢 你 的 那些 星星 将 是 任何 人 都 不 曾 有 过 的 你 说 的 是 什么,9,360.07
1215,夜晚 当 你 望 着 天空 的 时候 既然 我 就 住在 其中 一 颗 星星 上 既然 我 在 其中 一 颗 星星 上 笑 着 那么 对 你 来说 就 好象 所有 的 星星 都 在 笑,9,373.95
1216,那么 你 将 看到 的 星星 就 是 会 笑 的 星星,9,378.52
1217,这时 他 又 笑 了,9,382.01
1218,那么 在 你 得到 了 安慰 之后 人们 总是 会 自我 安慰 的 你 就 会 因为 认识 了 我 而 感到 高兴,9,391.57
1219,你 将 永远 是 我 的 朋友,9,393.81
1220,你 就 会 想要 同 我 一起 笑,9,396.83
1221,有时 你 会 为了 快乐 而 不知不觉 地 打开 窗户 你 的 朋友们 会 奇怪 地 看 着 你 笑 着 仰望 天空,9,405.18
1222,那时 你 就 可以 对 他们 说 是 的 星星 总是 引 我 欢笑,9,411.44
1223,他们 会 以为 你 发疯 了,9,413.57
1224,我 的 恶作剧 将 使 你 难堪 这时 他 又 笑 了,9,420.13
1225,这 就 好象 我 并 没有 给 你 星星 而 是 给 你 一 大 堆 会 笑 出 声 来 的 小 铃铛 他 仍然 笑 着,9,427.93
1226,随后 他 变得 严肃 起来 今天 夜里 你 知道 不 要 来 了,9,436.02
1227,我 不 离开 你,9,437.75
1228,我 说 我 将 会 像 是 很 痛苦 的 样子 我 有点 像 要 死去 似的,9,444.25
1229,就 是 这么 回 事,9,445.79
1230,你 就 别 来 看 这些 了 没有 必要 我 不 离开 你,9,450.94
1231,可是 他 担心 起来,9,454.13
1232,我 对 你 说 这些 这 也 是 因为 蛇 的 缘故,9,458.08
1233,别 让 它 咬 了 你 蛇 是 很 坏 的,9,461.82
1234,它 随意 咬 人 我 不 离开 你,9,465.48
1235,这时 他 似乎 有点 放心 了 对 了 它 咬 第二 口 的 时候 就 没有 毒液 了 这 天 夜里 我 没有 看到 他 起程,9,477.04
1236,他 不声不响 地 跑 了,9,479.27
1237,当 我 终于 赶上 他 的 时候 他 坚定 地 快步 走 着,9,483.1
1238,他 只是 对 我 说道 啊,9,485.66
1239,你 在 这 于是 他 拉 着 我 的 手,9,489.11
1240,但是 他 仍然 很 担心,9,491.12
1241,你 不 该 这样,9,493.34
1242,你 会 难受 的,9,495.01
1243,我 会 象 是 死去 的 样子 但 这 不 会 是 真的 我 默默无言,9,501.71
1244,你 明白,9,503.34
1245,路 很 远,9,504.49
1246,我 不 能 带 着 这 付 身躯 走,9,506.53
1247,它 太 重 了,9,507.88
1248,我 依然 沉默不语,9,510.42
1249,但是 这 就 好像 剥落 的 旧 树皮 一样,9,513.88
1250,旧 树皮 并 没有 什么 可悲 的 我 还是 沉默不语,9,518.62
1251,他 有些 泄气 了,9,520.42
1252,但是 他 又 振作 起来 这 将 是 蛮 好 的 你 知道,9,525.7
1253,我 也 一定 会 看 星星 的,9,527.43
1254,所有 的 星星 都 将 是 带有 生 了 锈 的 辘轳 的 井,9,531.12
1255,所有 的 星星 都 会 倒 水 给 我 喝 我 还是 沉默不语,9,536.19
1256,这 将 是 多么 好玩 啊,9,538.39
1257,你 将 有 五亿 个 铃铛 我 将 有 五亿 口 水井 这时 他 也 沉默 了 因为 他 在 哭,9,548.64
1258,就 是 这 让 我 自个 走 一 步 吧,9,552.56
1259,他 这时 坐 下来 因为 他 害怕 了,9,556.22
1260,他 却 仍然 说道 你 知道 我 的 花 我 是 要 对 她 负责 的,9,561.94
1261,而 她 又 是 那么 弱小,9,564.37
1262,她 又 是 那么 天真,9,566.36
1263,她 只有 四 根 微不足道 的 刺 保护 自己 抵抗 外敌 我 也 坐 了 下来 因为 我 再也 站立 不 住 了,9,576.71
1264,他 说道 就 是 这些 全 都 说 啦 他 犹豫 了 一下 然后 站 起来,9,585.37
1265,他 迈出 了 一 步,9,587.01
1266,而 我 却 动弹不得,9,589.22
1267,在 他 的 脚踝子骨 附近 一 道 黄光 闪 了 一下,9,593.38
1268,刹那 间 他 一动 也 不 动 了,9,596.09
1269,他 没有 叫喊,9,597.9
1270,他 轻轻 地 像 一 棵 树 一样 倒 在 地上,9,601.81
1271,大概 由于 沙地 的 缘故 连 一点 响声 都 没有,9,606.13
1272,到 现在 一点 不 错 已经 有 六 年 了 我 还 从未 讲 过 这个 故事,9,615
1273,同伴们 重新 见到 了 我 都 为 能 看见 我 活 着 回来 而 高兴,9,619.41
1274,我 却 很 悲伤 我 告诉 他们 这 是 因为 疲劳 的 缘故 现在 我 稍微 得到 了 些 安慰,9,628.78
1275,就是 说 还 没有 完全 平静 下来,9,632.01
1276,可 我 知道 他 已经 回到 了 他 的 星球 上 因为 那 天 黎明 我 没有 再 见到 他 的 身躯,9,639.82
1277,他 的 身躯 并不 那么 重 从此 我 就 喜欢 在 夜间 倾听 着 星星,9,646.55
1278,好象 倾听 着 五亿 个 铃铛 可是 现在 却 又 发生 了 不 寻常 的 事,9,652.48
1279,我 给 小王子 画 的 羊嘴套 上 忘 了 画 皮带,9,655.85
1280,他 再也 不 可能 把 它 套 在 羊 嘴 上,9,658.95
1281,于是 我 思忖 着 他 的 星球 上 发生 了 什么 事 呢,9,664.86
1282,大概 小羊 把 花 吃掉 了 吧 有时 我 又 对 自己 说 绝对 不 会 的,9,672.21
1283,小王子 每 天 夜里 都 用 玻璃 罩子 罩住 他 的 花 而且 他 会 把 羊 看管 好 的 我 就 非常 高兴,9,680.16
1284,这时 所有 的 星星 都 在 柔情 地 轻声 笑 着,9,684.66
1285,忽而 我 又 对 自己 说 人们 有时 总 免 不 了 会 疏忽 的 那 就 够戗,9,692.18
1286,某 一 天 晚上 他 忘 了 玻璃 罩子 或者 小羊 夜里 不声不响 地 跑 出来 想到 这里 小 铃铛 都 变成 泪珠 了 这 真 是 一 个 很 大 的 奥秘,9,704.08
1287,对 你们 这些 喜欢 小王子 的 人 来说 就 象 对于 我 来说 一样 无论 什么 地方 凡是 某 处 如果 一 只 羊 尽管 我们 并不 认识 它 吃 了 一 朵 玫瑰花 或是 没有 吃掉 一 朵 玫瑰花 那么 宇宙 的 面貌 就 全然 不同 望 着 天空,9,725.12
1288,你们 想 一 想 是 还是 不 是 羊 究竟 是 吃 了 还是 没有 吃掉 花,9,732.64
1289,那么 你们 就 会 看到 一切 都 变 了 样 任何 一 个 大人 将 永远 不 会 明白 这 个 问题 竟 如此 重要,9,740.65
